SN,msgtype,messages,SendTime,MOMSN,recs,sensors,software,H_MeasureTime,H_Dutycycle,H_Endvolt,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,AirTemp,
288,11,1,2023-02-18 18:01:30,"194","241",241,801,30,0,7980,1.4375,1.6875,1.8125,1.8125,1.875,1.75,1.6875,1.8125,1.875,1.875,1.875,1.875,1.9375,1.8125,1.8125,1.9375,1.875,1.875,1.8125,1.875,1.8125,1.75,1.75,1.75,1.6875,1.6875,1.6875,1.75,1.625,1.75,1.8125,1.8125,1.375,0.875,1.1875,1.1875,0.9375,1.1875,1.125,1.0625,0.8125,0.8125,0.6875,0.6875,0.6875,0.625,0.625,0.625,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.75,0.6875,0.625,0.125,0.6875,0.6875,0.6875,0.75,0.75,0.75,0.75,0.8125,0.75,0.8125,0.75,0.75,0.75,0.75,0.75,0.75,0.6875,0.625,0.625,0.6875,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.625,0.625,0.5625,0.5,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5,0.5625,0.5625,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5625,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.5625,0.5,0.5625,0.5,0.5,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.5,0.4375,0.4375,0.4375,0.4375,0.4375,0.5,0.4375,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.4375,0.5,0.4375,0.4375,0.4375,0.5,0.4375,0.0625,0.5,0.5,0.4375,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.3125,0.5,0,0,0.375,0.5,0.5625,0.5,0.0625,
288,14,1,2023-02-18 18:01:30,"195","241",241,801,120,0,7980,1.875,2.25,2.5,2.375,2.4375,2.5,2.625,2.875,3.125,3.1875,3.4375,3.4375,3.4375,3.1875,3,3.25,3.25,3.25,3,3.125,3.1875,3,2.75,2.875,2.8125,2.8125,2.6875,2.6875,2.8125,3.0625,3.3125,3.3125,2.4375,1.3125,1.625,1.5,1.375,1.8125,1.8125,1.625,1.125,1.0625,0.875,0.8125,0.875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8125,0.8125,0.8125,0.8125,0.6875,0.125,0.75,0.75,0.75,0.8125,0.8125,0.875,0.875,0.9375,0.875,0.9375,0.9375,0.875,0.875,0.8125,0.875,0.8125,0.6875,0.5625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5,0.5625,0.5,0.5625,0.5,0.5,0.5,0.5625,0.5625,0.4375,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.4375,0.5,0.4375,0.5,0.5,0.5,0.5,0.5625,0.5,0.4375,0.4375,0.5,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.0625,0.5,0.5,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.375,0.5,0,0,0.375,0.5,0.5625,0.5625,0,
294,10,1,2023-02-19 00:00:16,"196/197","132/109",241,801,0,0,0,-22.75,-22.625,-22.5625,-22.5625,-22.625,-22.625,-22.6875,-22.6875,-22.75,-22.6875,-22.6875,-22.75,-22.625,-22.625,-22.6875,-22.625,-22.625,-22.625,-22.625,-22.5625,-22.5625,-22.5625,-22.5625,-22.5625,-22.625,-22.5,-22.5,-22.375,-22.0625,-21.125,-19.125,-16.75,-14.25,-12.5,-12.25,-12.375,-12.5625,-12.8125,-12.9375,-12.875,-12.75,-12.5625,-12.0625,-11.375,-10.8125,-10.25,-9.8125,-9.3125,-8.75,-8.3125,-7.875,-7.375,-7,-6.5,-6.1875,-5.6875,-5.3125,-4.875,-4.375,-3.875,-3.375,-2.9375,-2.5625,-2.5,-2.3125,-2.125,-2.125,-2,-2,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.9375,-1.875,-1.8125,-1.8125,-1.875,-1.75,-1.875,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.875,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.875,-1.8125,-1.875,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.875,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.6875,-1.75,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.75,-1.75,-1.75,-1.75,-1.875,-22.5625,
300,10,1,2023-02-19 06:00:16,"199/200","132/109",241,801,0,0,0,-22.9375,-22.875,-23.125,-23.25,-23.3125,-23.3125,-23.3125,-23.375,-23.5,-23.4375,-23.4375,-23.5625,-23.5,-23.5,-23.5,-23.5,-23.5,-23.5625,-23.5625,-23.5625,-23.5625,-23.5625,-23.5,-23.5625,-23.5625,-23.5,-23.375,-23.1875,-22.8125,-21.875,-19.8125,-17.25,-14.6875,-12.9375,-12.75,-12.875,-13.125,-13.375,-13.5625,-13.5,-13.4375,-13.25,-12.75,-12.125,-11.625,-11.0625,-10.6875,-10.1875,-9.6875,-9.3125,-8.875,-8.375,-8.0625,-7.5625,-7.25,-6.8125,-6.4375,-6.0625,-5.6875,-5.25,-4.9375,-4.5625,-4.1875,-3.875,-3.4375,-3,-2.6875,-2.3125,-2.125,-2.0625,-2,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.875,-1.9375,-1.875,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.875,-1.875,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.875,-1.8125,-1.8125,-1.8125,-1.75,-1.875,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.875,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.9375,-1.8125,-1.875,-1.875,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.6875,-1.75,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.75,-1.8125,-1.875,-22.3125,
306,10,1,2023-02-19 12:00:16,"201/202","132/109",241,801,0,0,0,-22.3125,-22.125,-22.1875,-22.1875,-22.1875,-22.1875,-22.25,-22.25,-22.3125,-22.1875,-22.1875,-22.25,-22.125,-22.125,-22.1875,-22.125,-22.125,-22.125,-22.125,-22.125,-22.1875,-22.1875,-22.125,-22.1875,-22.3125,-22.3125,-22.375,-22.4375,-22.25,-21.8125,-20.375,-18.25,-15.5,-13.5625,-13.3125,-13.5,-13.75,-14,-14.1875,-14.125,-14,-13.8125,-13.3125,-12.6875,-12.125,-11.5625,-11.1875,-10.6875,-10.1875,-9.75,-9.375,-8.875,-8.5,-8.0625,-7.75,-7.3125,-6.9375,-6.5625,-6.1875,-5.8125,-5.4375,-5.125,-4.75,-4.4375,-4.0625,-3.6875,-3.4375,-3.0625,-2.6875,-2.3125,-2.125,-2,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.9375,-1.875,-1.875,-1.8125,-1.9375,-1.75,-1.875,-1.8125,-1.8125,-1.75,-1.75,-1.75,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.75,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.875,-1.875,-1.875,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.875,-1.8125,-1.75,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.875,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.9375,-1.8125,-1.8125,-1.875,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.6875,-1.75,-1.75,-1.75,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.75,-1.8125,-22.1875,
312,10,1,2023-02-19 18:00:16,"204/205","132/109",241,801,0,0,0,-22.5625,-22.5,-22.375,-22.4375,-22.375,-22.375,-22.3125,-22.3125,-22.25,-22.1875,-22.1875,-22.25,-22.1875,-22.1875,-22.25,-22.3125,-22.25,-22.1875,-22.1875,-22.0625,-22.125,-22.125,-22.125,-22.1875,-22.125,-22.1875,-22.1875,-22.125,-21.9375,-21.5,-20.3125,-18.3125,-15.8125,-13.9375,-13.5625,-13.6875,-13.875,-14.125,-14.25,-14.125,-14.0625,-13.875,-13.4375,-12.875,-12.3125,-11.875,-11.5,-11,-10.5,-10.125,-9.6875,-9.25,-8.875,-8.375,-8.0625,-7.6875,-7.3125,-6.875,-6.5,-6.125,-5.75,-5.4375,-5.0625,-4.75,-4.375,-4,-3.75,-3.4375,-3.125,-2.8125,-2.4375,-2.125,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.875,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.75,-1.875,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.875,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.875,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.9375,-1.8125,-1.8125,-1.875,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.6875,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.75,-1.875,-22.75,
312,11,1,2023-02-19 18:01:31,"206","241",241,801,30,0,7980,1.375,1.5,1.5625,1.5625,1.5,1.5625,1.625,1.6875,1.75,1.6875,1.75,1.75,1.8125,1.6875,1.6875,1.75,1.75,1.6875,1.625,1.75,1.6875,1.625,1.5625,1.5625,1.5,1.5625,1.5,1.5625,1.5625,1.5,1.6875,1.6875,1.3125,0.875,1.1875,1.1875,1,1.1875,1.1875,1.125,0.8125,0.875,0.6875,0.75,0.75,0.75,0.6875,0.6875,0.6875,0.8125,0.75,0.75,0.75,0.75,0.75,0.75,0.6875,0.0625,0.75,0.75,0.6875,0.75,0.6875,0.625,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.625,0.625,0.6875,0.8125,0.75,0.625,0.6875,0.625,0.625,0.625,0.5625,0.625,0.625,0.625,0.625,0.625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.625,0.625,0.625,0.625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.5625,0.625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5625,0.5,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.4375,0.5,0.4375,0.5,0.5,0.5,0.4375,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.4375,0.5,0.5,0.5,0.4375,0.5,0.4375,0.4375,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.4375,0.5,0.4375,0.4375,0.4375,0.4375,0.5,0.4375,0.4375,0.5,0.4375,0.5,0.0625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3125,0.5,0,0,0.375,0.5625,0.5625,0.5,0,
312,14,1,2023-02-19 18:01:31,"207","241",241,801,120,0,7980,1.6875,1.9375,2.1875,2,2,2.3125,2.5625,2.75,2.8125,2.8125,3,3,3,2.8125,2.75,2.75,2.8125,2.8125,2.625,2.75,2.8125,2.75,2.4375,2.5,2.5625,2.5625,2.4375,2.4375,2.5,2.625,3,3,2.25,1.25,1.625,1.5625,1.375,1.8125,1.9375,1.75,1.1875,1.125,0.875,0.9375,0.875,0.875,0.875,0.8125,0.875,0.9375,0.875,0.875,0.9375,0.875,0.875,0.875,0.8125,0.1875,0.875,0.875,0.8125,0.875,0.875,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.75,0.6875,0.75,0.75,0.875,0.75,0.625,0.6875,0.625,0.625,0.625,0.5625,0.625,0.625,0.625,0.625,0.5625,0.625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.625,0.625,0.625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.5625,0.625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.5,0.5,0.5625,0.5625,0.5625,0.5,0.5,0.5625,0.5,0.5,0.5,0.5625,0.5,0.5625,0.5625,0.5,0.5,0.5625,0.5,0.5,0.5625,0.5625,0.5,0.5625,0.5,0.4375,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.4375,0.5,0.4375,0.5,0.4375,0.5,0.4375,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.4375,0.5625,0.5,0.4375,0.4375,0.5,0.4375,0.4375,0.4375,0.5,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.4375,0.5,0.4375,0.4375,0.5,0.5,0.5,0.0625,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5,0.0625,0,0.375,0.5625,0.5625,0.5625,0.0625,
318,10,1,2023-02-20 00:00:16,"208/209","132/109",241,801,0,0,0,-26.125,-26.125,-26.375,-26.5,-26.625,-26.6875,-26.75,-26.8125,-26.875,-26.8125,-26.875,-26.875,-26.875,-26.8125,-26.9375,-26.875,-26.9375,-27,-27,-27.0625,-27.0625,-27.0625,-27,-27,-27.0625,-27,-26.8125,-26.625,-26.0625,-25,-22.75,-19.8125,-16.8125,-14.8125,-14.5625,-14.75,-15.0625,-15.3125,-15.5625,-15.5,-15.375,-15.1875,-14.625,-13.8125,-13.25,-12.625,-12.125,-11.625,-11.0625,-10.625,-10.125,-9.625,-9.25,-8.75,-8.4375,-7.9375,-7.625,-7.1875,-6.8125,-6.4375,-6.0625,-5.6875,-5.3125,-5.0625,-4.625,-4.3125,-4,-3.6875,-3.4375,-3.0625,-2.75,-2.375,-2,-1.875,-1.8125,-1.875,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.875,-1.8125,-1.875,-1.875,-1.8125,-1.75,-1.875,-1.75,-1.875,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.875,-1.875,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.875,-1.8125,-1.75,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.75,-1.75,-1.8125,-1.875,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.9375,-1.8125,-1.8125,-1.875,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.6875,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.75,-1.8125,-1.875,-25.0625,
324,10,1,2023-02-20 06:00:16,"211/212","132/109",241,801,0,0,0,-22,-21.875,-21.8125,-21.75,-21.75,-21.8125,-21.8125,-21.75,-21.8125,-21.75,-21.75,-21.8125,-21.6875,-21.6875,-21.75,-21.6875,-21.6875,-21.6875,-21.625,-21.625,-21.5625,-21.5625,-21.5,-21.5625,-21.5625,-21.5,-21.4375,-21.3125,-21.0625,-20.4375,-19.1875,-17.625,-15.9375,-14.6875,-14.625,-14.75,-14.9375,-15.125,-15.25,-15.25,-15.1875,-15.125,-14.6875,-14.125,-13.625,-13.125,-12.6875,-12.1875,-11.625,-11.1875,-10.6875,-10.125,-9.75,-9.1875,-8.875,-8.375,-8,-7.5625,-7.125,-6.75,-6.375,-6,-5.5625,-5.3125,-4.875,-4.5,-4.25,-3.875,-3.625,-3.3125,-3,-2.625,-2.25,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.875,-1.8125,-1.9375,-1.875,-1.8125,-1.8125,-1.875,-1.8125,-1.875,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.75,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.875,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.875,-1.75,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.875,-1.75,-1.8125,-1.875,-1.875,-1.875,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.875,-1.875,-1.8125,-1.8125,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.75,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.9375,-1.8125,-1.8125,-1.875,-1.75,-1.75,-1.8125,-1.8125,-1.8125,-1.75,-1.6875,-1.8125,-1.8125,-1.8125,-1.875,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.8125,-1.75,-1.75,-1.75,-1.8125,-21.9375,
